execution_id,timestamp,fecha,hora,franja,sonda_id,sonda_nombre,isp,asn_origen,ubicacion,tipo_sonda,ip_origen_observada,src_addr,dst_ip,sitio_web,msm_id,sent,rcvd,estado_ping,alcanzable_icmp,packet_loss_pct,rtt_exec_ms,rtt_avg_ripe_ms,rtt_min_ripe_ms,rtt_max_ripe_ms,n_rtt_validos
ping-180090804-1010206-1781748368-0,2026-06-17 22:06:08,2026-06-17,22:06:08,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781748187-1,2026-06-17 22:03:07,2026-06-17,22:03:07,Nocturna (~22:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781748192-2,2026-06-17 22:03:12,2026-06-17,22:03:12,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781748147-3,2026-06-17 22:02:27,2026-06-17,22:02:27,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781748138-4,2026-06-17 22:02:18,2026-06-17,22:02:18,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781748183-5,2026-06-17 22:03:03,2026-06-17,22:03:03,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781748194-6,2026-06-17 22:03:14,2026-06-17,22:03:14,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781748194-7,2026-06-17 22:03:14,2026-06-17,22:03:14,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781661747-8,2026-06-16 22:02:27,2026-06-16,22:02:27,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781704937-9,2026-06-17 10:02:17,2026-06-17,10:02:17,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781661787-10,2026-06-16 22:03:07,2026-06-16,22:03:07,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781704993-11,2026-06-17 10:03:13,2026-06-17,10:03:13,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781661792-12,2026-06-16 22:03:12,2026-06-16,22:03:12,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781704987-13,2026-06-17 10:03:07,2026-06-17,10:03:07,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781661748-14,2026-06-16 22:02:28,2026-06-16,22:02:28,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781704949-15,2026-06-17 10:02:29,2026-06-17,10:02:29,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781661787-16,2026-06-16 22:03:07,2026-06-16,22:03:07,Nocturna (~22:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781704989-17,2026-06-17 10:03:09,2026-06-17,10:03:09,Matutina (~10:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781661784-18,2026-06-16 22:03:04,2026-06-16,22:03:04,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781704985-19,2026-06-17 10:03:05,2026-06-17,10:03:05,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1781661961-20,2026-06-16 22:06:01,2026-06-16,22:06:01,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1781705157-21,2026-06-17 10:05:57,2026-06-17,10:05:57,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781661793-22,2026-06-16 22:03:13,2026-06-16,22:03:13,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781704992-23,2026-06-17 10:03:12,2026-06-17,10:03:12,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781575392-24,2026-06-15 22:03:12,2026-06-15,22:03:12,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,56.010625000000005,56.010625000000005,55.949868,56.080812,3
ping-180090804-1003784-1781618595-25,2026-06-16 10:03:15,2026-06-16,10:03:15,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781575393-26,2026-06-15 22:03:13,2026-06-15,22:03:13,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,94.31732099999999,94.31732099999999,93.90524,94.792926,3
ping-180090804-32877-1781618587-27,2026-06-16 10:03:07,2026-06-16,10:03:07,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781575388-28,2026-06-15 22:03:08,2026-06-15,22:03:08,Nocturna (~22:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,63.365964999999996,63.365964999999996,63.231001,63.463343,3
ping-180090804-1010818-1781618589-29,2026-06-16 10:03:09,2026-06-16,10:03:09,Matutina (~10:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1781575555-30,2026-06-15 22:05:55,2026-06-15,22:05:55,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,50.975862000000006,50.975862000000006,50.495848,51.867372,3
ping-180090804-1010206-1781618761-31,2026-06-16 10:06:01,2026-06-16,10:06:01,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781575348-32,2026-06-15 22:02:28,2026-06-15,22:02:28,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,13.531311333333333,13.531311333333333,13.517277,13.54229,3
ping-180090804-6978-1781618537-33,2026-06-16 10:02:17,2026-06-16,10:02:17,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781575383-34,2026-06-15 22:03:03,2026-06-15,22:03:03,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,30.272532,30.272532,29.086211,31.545346,3
ping-180090804-1014400-1781618593-35,2026-06-16 10:03:13,2026-06-16,10:03:13,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781575391-36,2026-06-15 22:03:11,2026-06-15,22:03:11,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,71.18592966666667,71.18592966666667,70.919727,71.705705,3
ping-180090804-1011292-1781618591-37,2026-06-16 10:03:11,2026-06-16,10:03:11,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781575356-38,2026-06-15 22:02:36,2026-06-15,22:02:36,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,88.70915833333333,88.70915833333333,88.697471,88.727409,3
ping-180090804-7594-1781618555-39,2026-06-16 10:02:35,2026-06-16,10:02:35,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781532186-40,2026-06-15 10:03:06,2026-06-15,10:03:06,Matutina (~10:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781532185-41,2026-06-15 10:03:05,2026-06-15,10:03:05,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781532187-42,2026-06-15 10:03:07,2026-06-15,10:03:07,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781532197-43,2026-06-15 10:03:17,2026-06-15,10:03:17,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781532186-44,2026-06-15 10:03:06,2026-06-15,10:03:06,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1781532361-45,2026-06-15 10:06:01,2026-06-15,10:06:01,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781532146-46,2026-06-15 10:02:26,2026-06-15,10:02:26,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781532159-47,2026-06-15 10:02:39,2026-06-15,10:02:39,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1782007386-48,2026-06-20 22:03:06,2026-06-20,22:03:06,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1782007565-49,2026-06-20 22:06:05,2026-06-20,22:06:05,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1782007383-50,2026-06-20 22:03:03,2026-06-20,22:03:03,Nocturna (~22:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1782007346-51,2026-06-20 22:02:26,2026-06-20,22:02:26,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1782007390-52,2026-06-20 22:03:10,2026-06-20,22:03:10,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1782007394-53,2026-06-20 22:03:14,2026-06-20,22:03:14,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1782007392-54,2026-06-20 22:03:12,2026-06-20,22:03:12,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1782007346-55,2026-06-20 22:02:26,2026-06-20,22:02:26,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781920993-56,2026-06-19 22:03:13,2026-06-19,22:03:13,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,68.07724233333333,68.07724233333333,55.959871,79.110139,3
ping-180090804-1003784-1781964189-57,2026-06-20 10:03:09,2026-06-20,10:03:09,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1014400-1781920986-58,2026-06-19 22:03:06,2026-06-19,22:03:06,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,28.26686433333333,28.26686433333333,27.918438,28.478228,3
ping-180090804-1014400-1781964197-59,2026-06-20 10:03:17,2026-06-20,10:03:17,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.153.16.65,192.168.122.242,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010818-1781920983-60,2026-06-19 22:03:03,2026-06-19,22:03:03,Nocturna (~22:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,69.48313333333333,69.48313333333333,62.179828,74.855552,3
ping-180090804-1010818-1781964192-61,2026-06-20 10:03:12,2026-06-20,10:03:12,Matutina (~10:00),1010818,CANTV (Caracas),CANTV,AS8048,"Caracas, Venezuela",Nacional,190.205.214.78,192.168.100.13,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1011292-1781920988-62,2026-06-19 22:03:08,2026-06-19,22:03:08,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,78.62482466666667,78.62482466666667,78.524084,78.75362,3
ping-180090804-1011292-1781964192-63,2026-06-20 10:03:12,2026-06-20,10:03:12,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-7594-1781920956-64,2026-06-19 22:02:36,2026-06-19,22:02:36,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,95.40079166666668,95.40079166666668,93.068499,96.690155,3
ping-180090804-7594-1781964151-65,2026-06-20 10:02:31,2026-06-20,10:02:31,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-32877-1781920986-66,2026-06-19 22:03:06,2026-06-19,22:03:06,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,95.107972,95.107972,93.799796,95.772184,3
ping-180090804-32877-1781964185-67,2026-06-20 10:03:05,2026-06-20,10:03:05,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-6978-1781920943-68,2026-06-19 22:02:23,2026-06-19,22:02:23,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,13.514294000000001,13.514294000000001,13.391526,13.70963,3
ping-180090804-6978-1781964138-69,2026-06-20 10:02:18,2026-06-20,10:02:18,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1010206-1781921165-70,2026-06-19 22:06:05,2026-06-19,22:06:05,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,50.76532633333333,50.76532633333333,49.385784,53.211891,3
ping-180090804-1010206-1781964356-71,2026-06-20 10:05:56,2026-06-20,10:05:56,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,0,Sin respuesta,False,100.0,,,,,0
ping-180090804-1003784-1781834586-72,2026-06-18 22:03:06,2026-06-18,22:03:06,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,59.759342333333336,59.759342333333336,56.0471,67.011945,3
ping-180090804-1003784-1781877795-73,2026-06-19 10:03:15,2026-06-19,10:03:15,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,55.867571,55.867571,55.769005,55.94898,3
ping-180090804-1010206-1781834757-74,2026-06-18 22:05:57,2026-06-18,22:05:57,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,62.924659,62.924659,61.58674,64.746401,3
ping-180090804-1010206-1781877963-75,2026-06-19 10:06:03,2026-06-19,10:06:03,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,51.159335999999996,51.159335999999996,50.032548,51.732573,3
ping-180090804-6978-1781834549-76,2026-06-18 22:02:29,2026-06-18,22:02:29,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,18.274396333333332,18.274396333333332,13.406805,27.934498,3
ping-180090804-6978-1781877742-77,2026-06-19 10:02:22,2026-06-19,10:02:22,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,14.034187666666668,14.034187666666668,13.44654,15.13419,3
ping-180090804-7594-1781834558-78,2026-06-18 22:02:38,2026-06-18,22:02:38,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,89.50529566666667,89.50529566666667,88.726603,90.475903,3
ping-180090804-7594-1781877749-79,2026-06-19 10:02:29,2026-06-19,10:02:29,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,89.10707833333333,89.10707833333333,88.690867,89.894766,3
ping-180090804-32877-1781834589-80,2026-06-18 22:03:09,2026-06-18,22:03:09,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,2,2,Respuesta completa,True,0.0,94.614203,94.614203,94.560412,94.667994,2
ping-180090804-32877-1781877793-81,2026-06-19 10:03:13,2026-06-19,10:03:13,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.46,Sistema de Grados,180090804,3,3,Respuesta completa,True,0.0,80.80792466666666,80.80792466666666,80.433327,81.062889,3
