execution_id,timestamp,fecha,hora,franja,sonda_id,sonda_nombre,isp,asn_origen,ubicacion,tipo_sonda,ip_origen_observada,src_addr,dst_ip,sitio_web,msm_id,sent,rcvd,estado_ping,alcanzable_icmp,packet_loss_pct,rtt_exec_ms,rtt_avg_ripe_ms,rtt_min_ripe_ms,rtt_max_ripe_ms,n_rtt_validos
ping-180880310-32877-1785117960-1674,2026-07-26 22:06:00,2026-07-26,22:06:00,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785161162-1675,2026-07-27 10:06:02,2026-07-27,10:06:02,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,128.24240133333333,128.24240133333333,127.451421,128.760246,3
ping-180880310-1003784-1785117834-1676,2026-07-26 22:03:54,2026-07-26,22:03:54,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785161031-1677,2026-07-27 10:03:51,2026-07-27,10:03:51,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,66.302205,66.302205,65.738391,66.751191,3
ping-180880310-7594-1785031268-1678,2026-07-25 22:01:08,2026-07-25,22:01:08,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785074477-1679,2026-07-26 10:01:17,2026-07-26,10:01:17,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785031431-1680,2026-07-25 22:03:51,2026-07-25,22:03:51,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785074628-1681,2026-07-26 10:03:48,2026-07-26,10:03:48,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785031434-1682,2026-07-25 22:03:54,2026-07-25,22:03:54,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.190,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785074632-1683,2026-07-26 10:03:52,2026-07-26,10:03:52,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.190,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785031569-1684,2026-07-25 22:06:09,2026-07-25,22:06:09,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785074759-1685,2026-07-26 10:05:59,2026-07-26,10:05:59,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.177.234,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785031430-1686,2026-07-25 22:03:50,2026-07-25,22:03:50,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785074631-1687,2026-07-26 10:03:51,2026-07-26,10:03:51,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785031319-1688,2026-07-25 22:01:59,2026-07-25,22:01:59,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785074515-1689,2026-07-26 10:01:55,2026-07-26,10:01:55,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785031590-1690,2026-07-25 22:06:30,2026-07-25,22:06:30,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785074779-1691,2026-07-26 10:06:19,2026-07-26,10:06:19,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785463267-1692,2026-07-30 22:01:07,2026-07-30,22:01:07,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785506479-1693,2026-07-31 10:01:19,2026-07-31,10:01:19,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,62.27337,62.27337,60.000304,66.481133,3
ping-180880310-1014400-1785463428-1694,2026-07-30 22:03:48,2026-07-30,22:03:48,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.15.57,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785506627-1695,2026-07-31 10:03:47,2026-07-31,10:03:47,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.15.57,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,26.411409333333335,26.411409333333335,14.018073,32.806266,3
ping-180880310-32877-1785463562-1696,2026-07-30 22:06:02,2026-07-30,22:06:02,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785506766-1697,2026-07-31 10:06:06,2026-07-31,10:06:06,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,99.85805699999999,99.85805699999999,99.806165,99.921171,3
ping-180880310-1003784-1785463428-1698,2026-07-30 22:03:48,2026-07-30,22:03:48,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785506624-1699,2026-07-31 10:03:44,2026-07-31,10:03:44,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,52.881414,52.881414,49.57323,58.100865,3
ping-180880310-1011292-1785463432-1700,2026-07-30 22:03:52,2026-07-30,22:03:52,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785506630-1701,2026-07-31 10:03:50,2026-07-31,10:03:50,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,93.663147,93.663147,87.168047,102.000924,3
ping-180880310-6978-1785463323-1702,2026-07-30 22:02:03,2026-07-30,22:02:03,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785506512-1703,2026-07-31 10:01:52,2026-07-31,10:01:52,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,2,2,Respuesta completa,True,0.0,13.0975225,13.0975225,13.084918,13.110127,2
ping-180880310-1010206-1785463579-1704,2026-07-30 22:06:19,2026-07-30,22:06:19,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785506779-1705,2026-07-31 10:06:19,2026-07-31,10:06:19,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,65.69625,65.69625,63.777371,68.019982,3
ping-180880310-1010206-1785377184-1706,2026-07-29 22:06:24,2026-07-29,22:06:24,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785420384-1707,2026-07-30 10:06:24,2026-07-30,10:06:24,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,71.31360466666666,71.31360466666666,62.541865,80.995922,3
ping-180880310-1014400-1785377037-1708,2026-07-29 22:03:57,2026-07-29,22:03:57,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.15.57,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785420231-1709,2026-07-30 10:03:51,2026-07-30,10:03:51,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.15.57,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,14.804856333333333,14.804856333333333,13.605455,17.060573,3
ping-180880310-1003784-1785377026-1710,2026-07-29 22:03:46,2026-07-29,22:03:46,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785420234-1711,2026-07-30 10:03:54,2026-07-30,10:03:54,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,51.37634066666667,51.37634066666667,47.906401,58.245789,3
ping-180880310-32877-1785377169-1712,2026-07-29 22:06:09,2026-07-29,22:06:09,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785420359-1713,2026-07-30 10:05:59,2026-07-30,10:05:59,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,112.39477466666666,112.39477466666666,99.549632,119.273946,3
ping-180880310-7594-1785376879-1714,2026-07-29 22:01:19,2026-07-29,22:01:19,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785420073-1715,2026-07-30 10:01:13,2026-07-30,10:01:13,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,60.10961366666667,60.10961366666667,60.081027,60.162611,3
ping-180880310-1011292-1785377024-1716,2026-07-29 22:03:44,2026-07-29,22:03:44,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785420235-1717,2026-07-30 10:03:55,2026-07-30,10:03:55,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,87.188266,87.188266,87.148507,87.233414,3
ping-180880310-6978-1785376912-1718,2026-07-29 22:01:52,2026-07-29,22:01:52,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785420120-1719,2026-07-30 10:02:00,2026-07-30,10:02:00,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,18.17723033333333,18.17723033333333,13.079245,27.863094,3
ping-180880310-1010206-1785290793-1720,2026-07-28 22:06:33,2026-07-28,22:06:33,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785333986-1721,2026-07-29 10:06:26,2026-07-29,10:06:26,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,82.70919566666667,82.70919566666667,81.842871,84.322696,3
ping-180880310-7594-1785290471-1722,2026-07-28 22:01:11,2026-07-28,22:01:11,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785333667-1723,2026-07-29 10:01:07,2026-07-29,10:01:07,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,79.15602066666666,79.15602066666666,78.844011,79.7294,3
ping-180880310-1003784-1785290624-1724,2026-07-28 22:03:44,2026-07-28,22:03:44,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785333832-1725,2026-07-29 10:03:52,2026-07-29,10:03:52,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,65.79393266666666,65.79393266666666,63.10074,67.420846,3
ping-180880310-32877-1785290762-1726,2026-07-28 22:06:02,2026-07-28,22:06:02,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785333957-1727,2026-07-29 10:05:57,2026-07-29,10:05:57,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,2,Respuesta parcial,True,33.33333333333333,119.0797005,119.0797005,118.708271,119.45113,2
ping-180880310-1011292-1785290624-1728,2026-07-28 22:03:44,2026-07-28,22:03:44,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785333831-1729,2026-07-29 10:03:51,2026-07-29,10:03:51,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,2,Respuesta parcial,True,33.33333333333333,91.942457,91.942457,91.869707,92.015207,2
ping-180880310-6978-1785290520-1730,2026-07-28 22:02:00,2026-07-28,22:02:00,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785333718-1731,2026-07-29 10:01:58,2026-07-29,10:01:58,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,32.51276633333333,32.51276633333333,31.986362,32.785714,3
ping-180880310-1014400-1785290635-1732,2026-07-28 22:03:55,2026-07-28,22:03:55,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.190,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785333832-1733,2026-07-29 10:03:52,2026-07-29,10:03:52,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.190,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,33.15160766666667,33.15160766666667,32.944617,33.338688,3
ping-180880310-7594-1785722480-1734,2026-08-02 22:01:20,2026-08-02,22:01:20,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785722520-1735,2026-08-02 22:02:00,2026-08-02,22:02:00,Nocturna (~22:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785722633-1736,2026-08-02 22:03:53,2026-08-02,22:03:53,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1011292-1785722635-1737,2026-08-02 22:03:55,2026-08-02,22:03:55,Nocturna (~22:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785722634-1738,2026-08-02 22:03:54,2026-08-02,22:03:54,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.232,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1010206-1785722786-1739,2026-08-02 22:06:26,2026-08-02,22:06:26,Nocturna (~22:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785722769-1740,2026-08-02 22:06:09,2026-08-02,22:06:09,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-6978-1785765717-1741,2026-08-03 10:01:57,2026-08-03,10:01:57,Matutina (~10:00),6978,Tiggee (Bogotá),Tiggee LLC,AS16552,"Bogotá, Colombia",Internacional,156.154.123.254,156.154.123.254,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,27.979516,27.979516,25.664672,29.529993,3
ping-180880310-7594-1785765675-1742,2026-08-03 10:01:15,2026-08-03,10:01:15,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,2,Respuesta parcial,True,33.33333333333333,77.53849650000001,77.53849650000001,77.40412,77.672873,2
ping-180880310-1003784-1785765825-1743,2026-08-03 10:03:45,2026-08-03,10:03:45,Matutina (~10:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,51.63845999999999,51.63845999999999,48.183505,55.342628,3
ping-180880310-1011292-1785765830-1744,2026-08-03 10:03:50,2026-08-03,10:03:50,Matutina (~10:00),1011292,Satnet (Quito),Satnet,AS14522,"Quito, Ecuador",Internacional,186.69.158.99,172.17.0.2,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,86.20232866666667,86.20232866666667,81.404282,89.32495,3
ping-180880310-1014400-1785765832-1745,2026-08-03 10:03:52,2026-08-03,10:03:52,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.232,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,26.292264666666664,26.292264666666664,20.632871,32.272864,3
ping-180880310-32877-1785765957-1746,2026-08-03 10:05:57,2026-08-03,10:05:57,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,2,Respuesta parcial,True,33.33333333333333,113.40103450000001,113.40103450000001,112.900463,113.901606,2
ping-180880310-1010206-1785765986-1747,2026-08-03 10:06:26,2026-08-03,10:06:26,Matutina (~10:00),1010206,AT&T (Miami),"AT&T Enterprises, LLC",AS7018,"Miami, Estados Unidos",Internacional,99.26.108.135,192.168.3.238,150.185.169.243,Intranet ULA,180880310,3,3,Respuesta completa,True,0.0,92.06258833333334,92.06258833333334,91.771192,92.360195,3
ping-180880310-1014400-1785636224-1748,2026-08-01 22:03:44,2026-08-01,22:03:44,Nocturna (~22:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.232,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1014400-1785679436-1749,2026-08-02 10:03:56,2026-08-02,10:03:56,Matutina (~10:00),1014400,NetUno (Caracas),NetUno,AS11562,"Caracas, Venezuela",Nacional,190.6.19.232,192.168.122.242,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785636074-1750,2026-08-01 22:01:14,2026-08-01,22:01:14,Nocturna (~22:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-7594-1785679267-1751,2026-08-02 10:01:07,2026-08-02,10:01:07,Matutina (~10:00),7594,Inter (Barquisimeto),Inter / Corporación Telemic,AS21826,"Barquisimeto, Venezuela",Nacional,200.82.230.154,200.82.230.154,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785636358-1752,2026-08-01 22:05:58,2026-08-01,22:05:58,Nocturna (~22:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-32877-1785679564-1753,2026-08-02 10:06:04,2026-08-02,10:06:04,Matutina (~10:00),32877,Airtek (Maracaibo),Airtek Solutions C.A.,AS61461,"Maracaibo, Venezuela",Nacional,38.25.249.223,192.168.1.186,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
ping-180880310-1003784-1785636231-1754,2026-08-01 22:03:51,2026-08-01,22:03:51,Nocturna (~22:00),1003784,Movistar (Maracay),Telefónica Venezolana,AS6306,"Maracay, Venezuela",Nacional,186.24.57.243,172.18.0.2,150.185.169.243,Intranet ULA,180880310,3,0,Sin respuesta,False,100.0,,,,,0
